experiment,num of users,trace length,max location in trace,max location allowed,Clusters,GLRP,MP,ALRP,VF,User,avg_gen_loss,avg_dist_loss,avg_surge_loss,seed_std,avg_fake_std
sltg_exp1,20,40,40,40,5,1,05,0,4,13,39570.604166666664,168974.16666666666,34.55,8.8198639445288496,62.501530827924945
sltg_exp1,20,40,40,40,5,1,05,0,4,14,42202.416666666664,197818.16666666666,37.55833333333333,11.543396380615196,73.931022596906317
sltg_exp1,20,40,40,40,5,1,05,0,4,15,44755.520833333336,227265.16666666666,39.76666666666666,8.0925892024740751,83.888597754117612
sltg_exp1,20,40,40,40,5,1,05,0,4,16,48590.40833333333,240092.16666666666,42.44166666666667,9.0716247166645942,85.745696223510251
sltg_exp1,20,40,40,40,5,1,05,0,4,17,51439.53333333333,244181.33333333334,45.300000000000004,9.5686989711245474,86.684611175916089
sltg_exp1,20,40,40,40,5,1,05,0,4,18,53129.37916666667,245562.5,48.05833333333334,0.0,87.505581335423543
sltg_exp1,20,40,40,40,5,1,05,0,4,19,55728.92083333334,257042.33333333334,50.666666666666664,2.654712790491657,89.619020143355996
sltg_exp1,20,40,40,40,5,1,05,0,4,20,58038.60833333334,269353.1666666667,53.041666666666664,2.8722813232690143,98.124555435689714
sltg_exp1,5,84,225,250,30,025,05,075,4,1,935.5809108584772,33783.16128208013,4.866666666666666,7.3444083810147838,11.905984337728837
sltg_exp1,5,84,225,250,30,025,05,075,4,2,2354.7625208946706,157069.77216202463,25.03333333333333,0.51987156097376297,29.578696072422517
sltg_exp1,5,84,225,250,30,025,05,075,4,3,3456.8378404424243,221156.58897712632,30.099999999999994,8.8506120315678363,46.624698734419326
sltg_exp1,5,84,225,250,30,025,05,075,4,4,4722.505373606692,293871.0083118835,38.46666666666666,6.4094512838180782,65.51796594437603
sltg_exp1,5,84,225,250,30,025,05,075,4,5,5145.476856976942,299621.31564713275,42.96666666666666,8.4835692200876238,74.11187642342901
sltg_exp1,5,84,225,250,30,05,05,05,4,1,923.2172461988562,41513.40444806036,8.166666666666666,7.3444083810147838,17.244600088365033
sltg_exp1,5,84,225,250,30,05,05,05,4,2,2402.729490448512,168601.4122781887,27.633333333333336,0.51987156097376297,34.538119162670533
sltg_exp1,5,84,225,250,30,05,05,05,4,3,3352.251667006949,218078.7637663966,34.50000000000001,8.8506120315678363,50.409244378356902
sltg_exp1,5,84,225,250,30,05,05,05,4,4,4351.285439260313,314862.5738500758,44.5,6.4094512838180782,75.933038348737639
sltg_exp1,5,84,225,250,30,05,05,05,4,5,5089.9626632045965,355172.62303722586,49.06666666666666,8.4835692200876238,91.660698765928018
sltg_exp1,5,84,225,250,30,075,05,025,4,1,620.070636808989,27133.1086325081,10.666666666666666,7.3444083810147838,11.490836838284244
sltg_exp1,5,84,225,250,30,075,05,025,4,2,884.4515683128097,70288.21151969374,36.199999999999996,0.51987156097376297,18.90463909614656
sltg_exp1,5,84,225,250,30,075,05,025,4,3,1631.3733608829118,101648.91484848293,46.166666666666664,8.8506120315678363,31.452317594695398
sltg_exp1,5,84,225,250,30,075,05,025,4,4,2195.6502288945144,134688.11059363096,56.26666666666667,6.4094512838180782,45.13824290443182
sltg_exp1,5,84,225,250,30,075,05,025,4,5,2565.9588749684244,141739.2122992334,62.73333333333333,8.4835692200876238,50.935375741940497
sltg_exp1,5,84,225,250,30,0,05,1,4,1,581.5350506987717,4300.335896537922,5.5,7.3444083810147838,3.4616493614757773
sltg_exp1,5,84,225,250,30,0,05,1,4,2,845.5122819844324,53219.17057511729,33.333333333333336,0.51987156097376297,7.4476086402890944
sltg_exp1,5,84,225,250,30,0,05,1,4,3,1484.4703772622643,61086.65382198293,37.699999999999996,8.8506120315678363,12.983711927513545
sltg_exp1,5,84,225,250,30,0,05,1,4,4,2133.8973187089573,87535.69890921212,45.73333333333333,6.4094512838180782,22.127210439592474
sltg_exp1,5,84,225,250,30,0,05,1,4,5,2498.194420480584,91634.94343516951,48.76666666666667,8.4835692200876238,28.141527360985908
sltg_exp1,5,84,225,250,30,1,05,0,4,1,441.8421925062784,40610.33709891496,18.1,7.3444083810147838,9.5657944129837791
sltg_exp1,5,84,225,250,30,1,05,0,4,2,494.64384322590104,54180.442045207594,38.6,0.51987156097376297,14.327277037124041
sltg_exp1,5,84,225,250,30,1,05,0,4,3,829.4584398455617,109716.77605970272,62.79999999999999,8.8506120315678363,26.412165812613154
sltg_exp1,5,84,225,250,30,1,05,0,4,4,1176.1497879197614,173970.72434361602,89.09999999999998,6.4094512838180782,33.85241357426974
sltg_exp1,5,84,225,250,30,1,05,0,4,5,1414.9066547346674,193959.63847615264,104.56666666666666,8.4835692200876238,40.894546833158529
