experiment,num of users,trace length,max location in trace,max location allowed,Clusters,GLRP,MP,ALRP,VF,User,fake trace num,Generic Util,Seed distance,Trace distance,Surge factor,Seed STD,Fake STD
sltg_exp1,20,40,40,40,5,1,05,0,4,1,0,3242.45,21712,9206,2.5,1.2599603168354152,2.1903196113809509
sltg_exp1,20,40,40,40,5,1,05,0,4,1,1,1924.65,21712,7731,2.85,1.2599603168354152,1.4177446878757827
sltg_exp1,20,40,40,40,5,1,05,0,4,1,2,4547.725,21712,8994,2.2,1.2599603168354152,5.6725214851950971
sltg_exp1,20,40,40,40,5,1,05,0,4,1,3,4310.925,21712,13745,2.8,1.2599603168354152,1.9998437438960075
sltg_exp1,20,40,40,40,5,1,05,0,4,1,4,1594.85,21712,4242,2.85,1.2599603168354152,2.1071307505705477
sltg_exp1,20,40,40,40,5,1,05,0,4,1,5,4486.4,21712,6676,3.05,1.2599603168354152,2.9452291931189327
sltg_exp1,20,40,40,40,5,1,05,0,4,2,0,2574.4,55904,28464,3.35,11.543396380615196,13.963143449811005
sltg_exp1,20,40,40,40,5,1,05,0,4,2,1,2716.3,55904,25614,2.3,11.543396380615196,10.618851161966628
sltg_exp1,20,40,40,40,5,1,05,0,4,2,2,2189.55,55904,21846,3.35,11.543396380615196,11.118790401837783
sltg_exp1,20,40,40,40,5,1,05,0,4,2,3,2873.675,55904,36878,3.05,11.543396380615196,13.764969124556726
sltg_exp1,20,40,40,40,5,1,05,0,4,2,4,2823.9,55904,26495,3.6,11.543396380615196,13.977459533119744
sltg_exp1,20,40,40,40,5,1,05,0,4,2,5,2391.35,55904,34808,3.8,11.543396380615196,13.547601263692403
sltg_exp1,20,40,40,40,5,1,05,0,4,3,0,413.975,14114,14114,3.25,2.8722813232690143,2.896549671592048
sltg_exp1,20,40,40,40,5,1,05,0,4,3,1,443.15,14114,14114,3.35,2.8722813232690143,2.9579342453813946
sltg_exp1,20,40,40,40,5,1,05,0,4,3,2,389.275,14114,14114,3.35,2.8722813232690143,2.9878922336657321
sltg_exp1,20,40,40,40,5,1,05,0,4,3,3,748.525,14114,15047,3.05,2.8722813232690143,2.8301943396169813
sltg_exp1,20,40,40,40,5,1,05,0,4,3,4,375.075,14114,14114,3.2,2.8722813232690143,2.9528587842970073
sltg_exp1,20,40,40,40,5,1,05,0,4,3,5,1534.725,14114,13178,3.05,2.8722813232690143,1.6122577337386228
sltg_exp1,20,40,40,40,5,1,05,0,4,4,0,4127.725,25483,5498,2.35,1.2951833846988619,0.52678268764263692
sltg_exp1,20,40,40,40,5,1,05,0,4,4,1,4620.5,25483,534,3.0,1.2951833846988619,0.21794494717703367
sltg_exp1,20,40,40,40,5,1,05,0,4,4,2,5270.75,25483,11904,2.25,1.2951833846988619,2.8478061731796283
sltg_exp1,20,40,40,40,5,1,05,0,4,4,3,4275.5,25483,3255,2.05,1.2951833846988619,2.4207436873820409
sltg_exp1,20,40,40,40,5,1,05,0,4,4,4,4783.4,25483,6711,2.35,1.2951833846988619,0.79647661610369958
sltg_exp1,20,40,40,40,5,1,05,0,4,4,5,4641.45,25483,650,2.45,1.2951833846988619,0.64759169234943093
sltg_exp1,20,40,40,40,5,1,05,0,4,5,0,2930.05,124238,12393,3.35,10.125432089545612,2.0492376631323168
sltg_exp1,20,40,40,40,5,1,05,0,4,5,1,3092.5,124238,12865,2.9,10.125432089545612,0.52380817099392407
sltg_exp1,20,40,40,40,5,1,05,0,4,5,2,2685.175,124238,5593,2.65,10.125432089545612,0.76444424257103272
sltg_exp1,20,40,40,40,5,1,05,0,4,5,3,2685.175,124238,5593,2.55,10.125432089545612,0.68510948030223606
sltg_exp1,20,40,40,40,5,1,05,0,4,5,4,2672.9,124238,5538,2.9,10.125432089545612,0.49434299833212969
sltg_exp1,20,40,40,40,5,1,05,0,4,5,5,3085.425,124238,12865,3.1,10.125432089545612,0.45825756949558394
sltg_exp1,20,40,40,40,5,1,05,0,4,6,0,3504.0,0,0,2.5,0.0,0.0
sltg_exp1,20,40,40,40,5,1,05,0,4,6,1,4418.675,0,8538,1.9,0.0,7.4939975980780771
sltg_exp1,20,40,40,40,5,1,05,0,4,6,2,3504.0,0,0,2.5,0.0,0.0
sltg_exp1,20,40,40,40,5,1,05,0,4,6,3,3504.0,0,0,2.5,0.0,0.0
sltg_exp1,20,40,40,40,5,1,05,0,4,6,4,3504.0,0,0,2.5,0.0,0.0
sltg_exp1,20,40,40,40,5,1,05,0,4,6,5,5307.3,0,357,3.15,0.0,0.44651427748729378
sltg_exp1,20,40,40,40,5,1,05,0,4,7,0,4600.9,1232,12665,2.45,1.2599603168354152,0.73993242934743708
sltg_exp1,20,40,40,40,5,1,05,0,4,7,1,2451.125,1232,6200,2.1,1.2599603168354152,1.2183492931011204
sltg_exp1,20,40,40,40,5,1,05,0,4,7,2,3566.275,1232,13195,2.7,1.2599603168354152,3.4604009883249076
sltg_exp1,20,40,40,40,5,1,05,0,4,7,3,2616.325,1232,8437,2.8,1.2599603168354152,0.65907131632320337
sltg_exp1,20,40,40,40,5,1,05,0,4,7,4,4808.525,1232,7605,2.6,1.2599603168354152,0.66332495807108005
sltg_exp1,20,40,40,40,5,1,05,0,4,7,5,863.25,1232,8284,3.0,1.2599603168354152,2.5296985986476725
sltg_exp1,20,40,40,40,5,1,05,0,4,8,0,1136.45,15702,23565,2.15,2.8722813232690143,11.23777113132315
sltg_exp1,20,40,40,40,5,1,05,0,4,8,1,1747.05,15702,25418,1.65,2.8722813232690143,12.924395537122809
sltg_exp1,20,40,40,40,5,1,05,0,4,8,2,3410.025,15702,16849,1.9,2.8722813232690143,11.389029809426262
sltg_exp1,20,40,40,40,5,1,05,0,4,8,3,963.475,15702,22248,2.6,2.8722813232690143,11.631422956801115
sltg_exp1,20,40,40,40,5,1,05,0,4,8,4,2393.3,15702,27293,1.75,2.8722813232690143,12.038583803753664
sltg_exp1,20,40,40,40,5,1,05,0,4,8,5,3599.425,15702,23807,1.3,2.8722813232690143,11.746249401404688
