experiment,num of users,trace length,max location in trace,max location allowed,Clusters,GLRP,MP,ALRP,VF,User,fake trace num,Generic Util,Seed distance,Trace distance,Surge factor,Seed STD,Fake STD
sltg_exp1,20,40,40,40,39,05,00,05,4,1,0,5131.25,21712,0,1.75,1.2599603168354152,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,1,1,5131.25,21712,0,1.75,1.2599603168354152,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,1,2,5131.25,21712,0,1.75,1.2599603168354152,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,1,3,5131.25,21712,0,1.75,1.2599603168354152,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,1,4,5131.25,21712,0,1.75,1.2599603168354152,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,1,5,5131.25,21712,0,1.75,1.2599603168354152,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,2,0,3836.575,55904,0,1.75,11.543396380615196,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,2,1,3836.575,55904,0,1.75,11.543396380615196,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,2,2,3836.575,55904,0,1.75,11.543396380615196,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,2,3,3836.575,55904,0,1.75,11.543396380615196,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,2,4,3836.575,55904,0,1.75,11.543396380615196,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,2,5,3818.0,55904,1486,1.95,11.543396380615196,0.15612494995995996
sltg_exp1,20,40,40,40,39,05,00,05,4,3,0,4094.3,14114,0,1.75,2.8722813232690143,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,3,1,4094.3,14114,0,1.75,2.8722813232690143,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,3,2,4094.3,14114,0,1.75,2.8722813232690143,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,3,3,4094.3,14114,0,1.75,2.8722813232690143,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,3,4,4094.3,14114,0,1.75,2.8722813232690143,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,3,5,4094.3,14114,0,1.75,2.8722813232690143,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,4,0,1591.35,25483,6804,1.95,1.2951833846988619,0.37416573867739417
sltg_exp1,20,40,40,40,39,05,00,05,4,4,1,1628.5,25483,6344,1.65,1.2951833846988619,0.31224989991991992
sltg_exp1,20,40,40,40,39,05,00,05,4,4,2,1787.1,25483,0,1.75,1.2951833846988619,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,4,3,1628.5,25483,6344,1.65,1.2951833846988619,0.31224989991991992
sltg_exp1,20,40,40,40,39,05,00,05,4,4,4,1787.1,25483,0,1.75,1.2951833846988619,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,4,5,1134.125,25483,13148,2.25,1.2951833846988619,0.61186191252602085
sltg_exp1,20,40,40,40,39,05,00,05,4,5,0,3491.7,124238,18874,1.8,10.125432089545612,0.78102496759066542
sltg_exp1,20,40,40,40,39,05,00,05,4,5,1,4001.5,124238,6344,1.65,10.125432089545612,0.31224989991991992
sltg_exp1,20,40,40,40,39,05,00,05,4,5,2,4001.5,124238,6344,1.65,10.125432089545612,0.31224989991991992
sltg_exp1,20,40,40,40,39,05,00,05,4,5,3,4160.1,124238,0,1.75,10.125432089545612,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,5,4,3844.475,124238,6548,1.65,10.125432089545612,0.55621488653217477
sltg_exp1,20,40,40,40,39,05,00,05,4,5,5,4001.5,124238,6344,1.65,10.125432089545612,0.31224989991991992
sltg_exp1,20,40,40,40,39,05,00,05,4,6,0,6344.0,0,0,1.75,0.0,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,6,1,5551.0,0,6344,1.9,0.0,0.66143782776614768
sltg_exp1,20,40,40,40,39,05,00,05,4,6,2,6185.4,0,6344,1.65,0.0,0.31224989991991992
sltg_exp1,20,40,40,40,39,05,00,05,4,6,3,5868.2,0,6344,1.8,0.0,0.52678268764263692
sltg_exp1,20,40,40,40,39,05,00,05,4,6,4,5709.6,0,12688,1.95,0.0,0.59999999999999998
sltg_exp1,20,40,40,40,39,05,00,05,4,6,5,6344.0,0,0,1.75,0.0,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,7,0,2252.0,1232,2438,1.55,1.2599603168354152,1.5612494995995996
sltg_exp1,20,40,40,40,39,05,00,05,4,7,1,2252.0,1232,2438,1.55,1.2599603168354152,1.5612494995995996
sltg_exp1,20,40,40,40,39,05,00,05,4,7,2,2188.925,1232,2571,1.65,1.2599603168354152,2.2911514572371683
sltg_exp1,20,40,40,40,39,05,00,05,4,7,3,2312.95,1232,0,1.75,1.2599603168354152,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,7,4,2188.925,1232,2571,1.65,1.2599603168354152,2.2911514572371683
sltg_exp1,20,40,40,40,39,05,00,05,4,7,5,2188.925,1232,2571,1.65,1.2599603168354152,2.2911514572371683
sltg_exp1,20,40,40,40,39,05,00,05,4,8,0,3823.825,15702,6265,1.55,2.8722813232690143,5.2678268764263692
sltg_exp1,20,40,40,40,39,05,00,05,4,8,1,3526.45,15702,6841,1.55,2.8722813232690143,6.6820187817754606
sltg_exp1,20,40,40,40,39,05,00,05,4,8,2,4293.7,15702,0,1.75,2.8722813232690143,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,8,3,4293.7,15702,0,1.75,2.8722813232690143,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,8,4,3980.45,15702,6265,1.55,2.8722813232690143,4.358898943540674
sltg_exp1,20,40,40,40,39,05,00,05,4,8,5,4137.075,15702,6265,1.55,2.8722813232690143,3.1224989991991992
sltg_exp1,20,40,40,40,39,05,00,05,4,9,0,2428.275,1110,0,1.75,1.2951833846988619,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,9,1,2119.1,1110,2610,1.75,1.2951833846988619,3.5815499438092449
sltg_exp1,20,40,40,40,39,05,00,05,4,9,2,2367.15,1110,2445,1.55,1.2951833846988619,1.8734993995195195
sltg_exp1,20,40,40,40,39,05,00,05,4,9,3,2367.15,1110,2445,1.55,1.2951833846988619,1.8734993995195195
sltg_exp1,20,40,40,40,39,05,00,05,4,9,4,2304.075,1110,2647,1.65,1.2951833846988619,2.5088593025516599
sltg_exp1,20,40,40,40,39,05,00,05,4,9,5,2180.05,1110,2610,1.75,1.2951833846988619,3.3075670817082452
sltg_exp1,20,40,40,40,39,05,00,05,4,10,0,3898.175,107148,0,1.75,9.9235830222757748,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,10,1,3841.725,107148,2258,1.55,9.9235830222757748,4.6837484987987983
sltg_exp1,20,40,40,40,39,05,00,05,4,10,2,3898.175,107148,0,1.75,9.9235830222757748,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,10,3,3682.7,107148,12012,1.6,9.9235830222757748,5.8283252311448788
sltg_exp1,20,40,40,40,39,05,00,05,4,10,4,3395.425,107148,17176,1.65,9.9235830222757748,8.1743118976461862
sltg_exp1,20,40,40,40,39,05,00,05,4,10,5,3682.7,107148,12012,1.6,9.9235830222757748,5.8283252311448788
sltg_exp1,20,40,40,40,39,05,00,05,4,11,0,5787.0,0,0,1.75,0.0,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,11,1,5642.325,0,5787,1.6,0.0,3.4347488991191191
sltg_exp1,20,40,40,40,39,05,00,05,4,11,2,5642.325,0,5787,1.6,0.0,3.4347488991191191
sltg_exp1,20,40,40,40,39,05,00,05,4,11,3,5787.0,0,0,1.75,0.0,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,11,4,5642.325,0,5787,1.6,0.0,3.4347488991191191
sltg_exp1,20,40,40,40,39,05,00,05,4,11,5,5787.0,0,0,1.75,0.0,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,12,0,3346.45,55904,13691,2.25,11.543396380615196,0.82915619758884995
sltg_exp1,20,40,40,40,39,05,00,05,4,12,1,3818.0,55904,1486,1.95,11.543396380615196,0.15612494995995996
sltg_exp1,20,40,40,40,39,05,00,05,4,12,2,3836.575,55904,0,1.75,11.543396380615196,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,12,3,3818.0,55904,1486,1.95,11.543396380615196,0.15612494995995996
sltg_exp1,20,40,40,40,39,05,00,05,4,12,4,3836.575,55904,0,1.75,11.543396380615196,0.0
sltg_exp1,20,40,40,40,39,05,00,05,4,12,5,3346.45,55904,13691,2.25,11.543396380615196,0.82915619758884995
sltg_exp1,20,40,40,40,39,05,00,05,4,13,0,1898.2,35889,11629,1.55,8.8198639445288496,3.2496153618543842
