experiment,num of users,trace length,max location in trace,max location allowed,Clusters,GLRP,MP,ALRP,VF,User,fake trace num,Generic Util,Seed distance,Trace distance,Surge factor,Seed STD,Fake STD
sltg_exp1,5,84,225,250,30,0,05,1,4,1,0,571.3595146514707,96077.25889424435,4259.247704329407,6.0,7.3444083810147838,1.7259852094704222
sltg_exp1,5,84,225,250,30,0,05,1,4,1,1,571.4323174249572,96077.25889424435,4217.184108300348,6.2,7.3444083810147838,2.0341124301977032
sltg_exp1,5,84,225,250,30,0,05,1,4,1,2,571.3658395688174,96077.25889424435,3939.827417314352,5.4,7.3444083810147838,1.7044609337940053
sltg_exp1,5,84,225,250,30,0,05,1,4,1,3,570.8301300151795,96077.25889424435,4172.085435860104,6.0,7.3444083810147838,1.7206808624452961
sltg_exp1,5,84,225,250,30,0,05,1,4,1,4,615.055567736349,96077.25889424435,4553.05610855706,4.6,7.3444083810147838,8.0893098040918137
sltg_exp1,5,84,225,250,30,0,05,1,4,1,5,589.1669347958559,96077.25889424435,4660.614604866262,4.8,7.3444083810147838,5.4953469288554233
sltg_exp1,5,84,225,250,30,0,05,1,4,2,0,264.1466018097568,5011.818501967006,52817.214709016225,29.4,0.51987156097376297,0.49487165930539345
sltg_exp1,5,84,225,250,30,0,05,1,4,2,1,264.1466018097568,5011.818501967006,52817.214709016225,29.4,0.51987156097376297,0.49487165930539345
sltg_exp1,5,84,225,250,30,0,05,1,4,2,2,208.12583429739314,5011.818501967006,37067.278171361635,22.4,0.51987156097376297,8.3838857826384139
sltg_exp1,5,84,225,250,30,0,05,1,4,2,3,264.1466018097568,5011.818501967006,52817.214709016225,29.4,0.51987156097376297,0.49487165930539345
sltg_exp1,5,84,225,250,30,0,05,1,4,2,4,319.15114617754415,5011.818501967006,45176.87106404971,27.0,0.51987156097376297,13.552383253019915
sltg_exp1,5,84,225,250,30,0,05,1,4,2,5,264.1466018097568,5011.818501967006,52817.214709016225,29.4,0.51987156097376297,0.49487165930539345
sltg_exp1,5,84,225,250,30,0,05,1,4,3,0,618.3555163145038,103834.98140745451,5854.148334734943,4.6,8.8506120315678363,3.8285240461412919
sltg_exp1,5,84,225,250,30,0,05,1,4,3,1,649.6548328173865,103834.98140745451,5893.580661038179,4.4,8.8506120315678363,6.8397182713724431
sltg_exp1,5,84,225,250,30,0,05,1,4,3,2,622.2250850452621,103834.98140745451,5731.415784138317,4.4,8.8506120315678363,4.9567288606229427
sltg_exp1,5,84,225,250,30,0,05,1,4,3,3,697.5423448791063,103834.98140745451,18445.651771389825,4.2,8.8506120315678363,8.0029756370751901
sltg_exp1,5,84,225,250,30,0,05,1,4,3,4,623.1207002396305,103834.98140745451,5672.935260128859,4.4,8.8506120315678363,4.8659321736299761
sltg_exp1,5,84,225,250,30,0,05,1,4,3,5,622.8500923711009,103834.98140745451,5607.167669763655,4.2,8.8506120315678363,4.722740734504856
sltg_exp1,5,84,225,250,30,0,05,1,4,4,0,793.6774010958436,90106.10029559051,40690.26780690335,8.0,6.4094512838180782,26.994170341507147
sltg_exp1,5,84,225,250,30,0,05,1,4,4,1,625.6936162926903,90106.10029559051,28628.821984461247,8.0,6.4094512838180782,5.8826751862514701
sltg_exp1,5,84,225,250,30,0,05,1,4,4,2,593.2039793259777,90106.10029559051,2857.054681009036,8.0,6.4094512838180782,3.6935471094102903
sltg_exp1,5,84,225,250,30,0,05,1,4,4,3,630.15372745073,90106.10029559051,28705.14684333782,8.0,6.4094512838180782,6.2933192630708605
sltg_exp1,5,84,225,250,30,0,05,1,4,4,4,626.8736100748171,90106.10029559051,28727.375986016104,8.0,6.4094512838180782,5.9377319742248735
sltg_exp1,5,84,225,250,30,0,05,1,4,4,5,626.9593144401003,90106.10029559051,29085.60322164752,8.2,6.4094512838180782,6.0595471980089375
sltg_exp1,5,84,225,250,30,0,05,1,4,5,0,319.68616295362995,72249.61242333507,3769.6683144689973,3.2,8.4835692200876238,1.6411309081229235
sltg_exp1,5,84,225,250,30,0,05,1,4,5,1,336.4768698255479,72249.61242333507,3950.7140709289206,3.6,8.4835692200876238,5.0871096712432138
sltg_exp1,5,84,225,250,30,0,05,1,4,5,2,408.6523928298742,72249.61242333507,4145.145836111262,2.8,8.4835692200876238,9.2128013446931583
sltg_exp1,5,84,225,250,30,0,05,1,4,5,3,319.78396103899394,72249.61242333507,3675.7462951159523,2.8,8.4835692200876238,1.5621569918289846
sltg_exp1,5,84,225,250,30,0,05,1,4,5,4,379.4961513678347,72249.61242333507,4027.8733279064822,3.0,8.4835692200876238,8.4837028640632095
sltg_exp1,5,84,225,250,30,0,05,1,4,5,5,421.68707261387635,72249.61242333507,5026.3193112126955,2.8,8.4835692200876238,10.098999748409117
